,Term1,Term2,Term3,Term4
4908,fenilefrina,glaucoma,etoposido,leucemia
4909,naproxeno,gota,bleomicina,sarcoma
4910,isotretinoina,leucemia,hidroquinona,hiperpigmentacion
4911,mitomicina,glaucoma,colchicina,amiloidosis
4912,metilprednisolona,hipersensibilidad,estrona,hipogonadismo
4913,sucralfato,mucitis,propiltiouracilo,bocio
4914,ametopterina,soriasis,ciclofosfamida,hemosiderosis
4915,eritromicina,gastroenteritis,ceftazidima,fiebre
4916,espironolactona,edema,ciclosporina,soriasis
4917,procainamida,taquiarritmia,atropina,bradicardia
4918,atropina,uveitis,atorvastatina,hipercolesterolemia
4919,prometazina,nauseoso,fenilpropanolamina,obesidad
4920,oxacilina,meningitis,carisoprodol,dolor
4921,omeprazol,acidez,fluconazol,candidosis
4922,delta   tetrahidrocanabinol,anorexia,pilocarpina,midriasis
4923,procainamida,taquiarritmia,nortriptilina,dolor
4924,prometazina,rinitis,nilutamida,carcinoma
4925,minoxidil,calvicie,colecalciferol,osteoporosis
4926,perfenazina,nauseoso,clorpromazina,esquizofrenia
4927,metilprednisolona,hipersensibilidad,insulina,hiperglicemia
4928,oxacilina,septicemia,haloperidol,vomitos
4929,tiroxina,tirotoxicosis,cisaprida,gastroparesia
4930,prometazina,dolor,permetrina,prurito
4931,ifosfamida,sarcoma,cetiricina,rinitis
4932,vincristina,leucemia,furosemida,edema
4933,haloperidol,vomitos,diclorodiaminoplatino,carcinoma
4934,fenol,dolor,cefotaxima,peritonitis
4935,midazolam,desazon,cerivastatina,hipertrigliceridemia
4936,isotretinoina,leucemia,ciclofosfamida,hemosiderosis
4937,mitomicina,adenocarcinoma,isotretinoina,neuroblastoma
4938,vancomicina,neutropenia,guaifenesina,sinusitis
4939,sulfatiazol,vaginitis,imipenem,septicemia
4940,prednisona,hipersensibilidad,carboplatino, m osteosarcoma
4941,teofilina,bradicardia,modafinilo,narcolepsia
4942,cetoconazol,histoplasmosis,daunorubicina,leucemia
4943,octreotida,diarrea,moxifloxacino,cistitis
4944,temozolomida,melanoma,melfalan,rabdosarcoma
4945,tiroxina,bocio,nandrolona,anemia
4946,indometacina,artritis,caspofungina,aspergilosis
4947,acetilcisteina,neumonia,acetilcisteina,bronquiectasia
4948,omeprazol,esofagitis,nitazoxanida,giardosis
4949,meclozina,vertigo,itraconazol,candidosis
4950,feniltoloxamina,urticaria,fluconazol,meningitis
4951,mitomicina,glaucoma,enoxaparina,angor
4952,trombina,sangrado,isoniazida,tuberculosis
4953,prednisolona,edema,cefotaxima,neumonia
4954,oxacilina,celulitis,diclorodiaminoplatino,neuroblastoma
4955,desoxiefedrina,obesidad,guaifenesina,faringitis
4956,cetoconazol,leishmaniosis,dexametasona,vomitos
4957,rifampicina,lepra,norepinefrina,shock
4958,feniltoloxamina,rinitis,ivermectina,prurito
4959,fisostigmina,glaucoma,flutamida,hirsutismo
4960,rifapentina,tuberculosis,ciprofloxacino,neutropenia
4961,probenecid,neurosifilis,fenitoina,epilepsia
4962,vinblastina,reticulosis,cisaprida,gastroparesia
4963,vancomicina,neutropenia,cisaprida,gastroparesia
4964,espironolactona,hipokalemia,fenitoina,epilepsia
4965,tiroglobulina,tirotoxicosis,metronidazol,enterocolitis
4966,azufre,rosacea,captopril,edema
4967,glucagon,shock,diclorodiaminoplatino,mesotelioma
4968,probenecid,neurosifilis,atropina,bradicardia
4969,dietilestilbestrol,carcinoma,cefepima,fiebre
4970,rifampicina,lepra,filgrastim,neutropenia
4971,talco,neumotorax,deferoxamina,hemocromatosis
4972,sucralfato,neumonia,cisaprida,dispepsia
4973,paromomicina,criptosporidiasis,l arginina,acidosis
4974,prednisolona,hipersensibilidad,doxiciclina,neumonia
4975,insulina,humano,etoposido,reticulosis
4976,trimetoprima,bronquitis,ibuprofeno,bursitis
4977,metronidazol,enterocolitis,paracetamol,dolor
4978,flucitosina,aspergilosis,dexametasona,nauseoso
4979,ivermectina,prurito,dihidrocodeina,dolor
4980,talidomida,lepra,risperidona,esquizofrenia
4981,permetrina,prurito,ciprofloxacino,fiebre
4982,fenilpropanolamina,rinitis,ibuprofeno,inflamacion
4983,oxacilina,celulitis,indometacina,dolor
4984,metilprednisolona,inflamacion,indometacina,inflamacion
4985,vinblastina,reticulosis,prednisona,hipercalcemia
4986,tiroglobulina,bocio,temozolomida,astroglioma
4987,acetofenetidina,fiebre,prostaciclina,arteriosclerosis
4988,prednisolona,conjuntivitis,ibuprofeno,dismenorrea
4989,oxacilina,celulitis,gemfibrozilo,hipertrigliceridemia
4990,glucagon,hipopiesis,acetilcisteina,envenenamiento
4991,mitoxantrona,linfoma,ibuprofeno,bursitis
4992,efedrina,rinitis,cefuroxima,neumonia
4993,topiramato,dolor,clonidina,dismenorrea
4994,vincristina,leucemia,norfloxacino,prostatitis
4995,glucagon,bradicardia,cefotaxima,gonorrea
4996,propoxifeno,dolor,doxiciclina,neumonia
4997,topiramato,dolor,capsaicina,neuralgia
4998,estreptomicina,peste,flutamida,hirsutismo
4999,ibuprofeno,dismenorrea,clofazimina,lepra
5000,talco,neumotorax,propofol,dolor
5001,espironolactona,hirsutismo,prometazina,vomitos
5002,paraldehido,delirio,mitoxantrona,leucemia
5003,cocaina,tos,bleomicina,melanoma
5004,quinina,plasmodiosis,dihidrocodeina,tos
5005,liotironina,tirotoxicosis,lidocaina,dolor
5006,tamoxifeno,ginecomastia,isotretinoina,neuroblastoma
5007,ipratropio,rinitis,cimetidina,acidez
5008,sulfatiazol,vaginitis,ceftriaxona,sepsis
5009,dapsona,lepra,ampicilina,meningitis
5010,mentol,dolor,clorpromazina,esquizofrenia
5011,feniltoloxamina,rinitis,modafinilo,cansancio
5012,meropenem,peritonitis,dihidrocodeina,tos
5013,probenecid,neurosifilis,oxacilina,osteomielitis
5014,acetilcisteina,envenenamiento,acetilcisteina,neumonia
5015,delta   tetrahidrocanabinol,anorexia,clonazepam,neuralgia
5016,indometacina,artritis,capsaicina,neuralgia
5017,glucagon,shock,benzocaina,dentalgia
5018,melfalan,neuroblastoma,ibuprofeno,inflamacion
5019,valdecoxib,dismenorrea,melfalan,rabdosarcoma
5020,octreotida,diarrea,auranofina,penfigo
5021,lidocaina,dolor,guaifenesina,rinitis
5022,fenol,dolor,benzocaina,picazon
5023,bleomicina,sarcoma,aspirina,gota
5024,prometazina,vomitos,ivermectina,prurito
5025,trimetoprima,toxoplasmosis,cortisol,reumatismo
5026,carboplatino, m osteosarcoma,capsaicina,neuralgia
5027,leucovorina,anemia,irinotecan,linfoma
5028,penicilamina,reumatismo,efedrina,hipopiesis
5029,escopolamina,rinitis,bromocriptina,hipogonadismo
5030,pralidoxima,envenenamiento,octreotida,adenoma
5031,epinefrina,glaucoma,atorvastatina,hipertrigliceridemia
5032,naproxeno,gota,clorpromazina,esquizofrenia
5033,leflunomida,reumatismo,cefotaxima,meningitis
5034,sucralfato,esofagitis,prednisolona,hipersensibilidad
5035,cafeina,apnea,acetilcisteina,bronquitis
5036,rifampicina,lepra,levofloxacino,bronquitis
5037,tetraciclina,gonorrea,rifampicina,brucelosis
5038,vancomicina,meningitis,insulina,hiperglicemia
5039,procarbazina,linfoma,levofloxacino,pielonefritis
5040,ibuprofeno,fiebre,ciprofloxacino,cistitis
5041,guaifenesina,rinitis,ampicilina,listerelosis
5042,testosterona,hipogonadismo,minoxidil,calvicie
5043,guaifenesina,rinitis,doxilamina,rinitis
5044,rofecoxib,dismenorrea,cimetidina,acidez
5045,octreotida,acromegalia,naproxeno,dismenorrea
5046,prednisona,reumatismo,atorvastatina,hipertrigliceridemia
5047,moxifloxacino,sinusitis,cisaprida,gastroparesia
5048,ceftriaxona,enteritis,amitriptilina,dolor
5049,gemfibrozilo,hipercolesterolemia,clorpromazina,nauseoso
5050,modafinilo,cansancio,mitoxantrona,dolor
5051,topotecan,carcinoma,prometazina,nauseoso
5052,acetofenetidina,dolor,ciprofloxacino,cistitis
5053,trimetoprima,bronquitis,fluconazol,histoplasmosis
5054,tacrolimus,dermatitis,ceftazidima,fiebre
5055,gabapentina,epilepsia,bleomicina,melanoma
5056,omeprazol,acidez,niacina,hiperlipemia
5057,isotretinoina,neuroblastoma,hidromorfona,dolor
5058,epinefrina,taquiarritmia,ciclofosfamida,retinoblastoma
5059,moxifloxacino,cistitis,  fenilpropano   amina,narcolepsia
5060,meropenem,apendicitis,dextrometorfano,tos
5061,eritromicina,coqueluche,cefepima,neumonia
5062,pralidoxima,envenenamiento,clonidina,glaucoma
5063,warfarina,tromboflebitis,calcitriol,hipocalcemia
5064,vincristina,neuroblastoma,l arginina,alcalosis
5065,mitomicina,glaucoma,cocaina,tos
5066,finasterida,hirsutismo,dextran,shock
5067,mitoxantrona,sarcoma,imipenem,septicemia
5068,cefotaxima,sepsis,bleomicina,melanoma
5069,rifabutina,tuberculosis,fluorouracilo,keratosis
5070,prostaciclina,arteriosclerosis,diclofenaco,fotofobia
5071,prednisona,hipercalcemia,mercaptopurina,linfoma
5072,clorpromazina,trismo,amoxicilina,sinusitis
5073,meropenem,apendicitis,clozapina,esquizofrenia
5074,fenobarbital,hiperbilirrubinemia,ciclofosfamida,leucemia
5075,meropenem,meningitis,ibuprofeno,dolor
5076,escopolamina,disenteria,cetiricina,rinitis
5077,acetofenetidina,dolor,ametopterina, m osteosarcoma
5078,clorpromazina,nauseoso,paracetamol,dolor
5079,perfenazina,nauseoso,diclorodiaminoplatino,astroglioma
5080,tiroxina,tirotoxicosis,probenecid,neurosifilis
5081,liotironina,bocio,lovastatina,hipercolesterolemia
5082,teofilina,bronquitis,oxitetraciclina,gonorrea
5083,estreptomicina,yatobyo,filgrastim,neutropenia
5084,topotecan,carcinoma,perfenazina,esquizofrenia
5085,prednisona,inflamacion,midazolam,desazon
5086,lovastatina,hipercolesterolemia,etanercept,artritis
5087,warfarina,tromboembolia,cefuroxima,sinusitis
5088,naproxeno,bursitis,indometacina,artritis
5089,omeprazol,acidez,melfalan,neuroblastoma
5090,epinefrina,glaucoma,acetazolamida,glaucoma
5091,voriconazol,aspergilosis,epinefrina,anafilaxia
5092,trimetoprima,bronquitis,dihidrocodeina,tos
5093,morfina,disnea,meprobamato,espasmo
5094,tiroglobulina,bocio,ceftazidima,sepsis
5095,diclofenaco,dismenorrea,codeina,dolor
5096,hidroxicarbamida,melanoma,ceftriaxona,epididimitis
5097,resorcinol,rosacea,ciprofloxacino,prostatitis
5098,calcitriol,soriasis,alprazolam,agorafobia
5099,carisoprodol,miositis,calcitriol,hiperparatiroidismo
5100,nandrolona,anemia,ciclofosfamida,rabdosarcoma
5101,vancomicina,enterocolitis,teofilina,asma
5102,tacrolimus,dermatitis,prednisolona,conjuntivitis
5103,ceftriaxona,neumonia,adenosina,taquiarritmia
5104,morfina,dolor,guaifenesina,laringitis
5105,nitroglicerina,eclampsia,mitomicina,glaucoma
5106,pantoprazol,esofagitis,meticilina,neumonia
5107,ibuprofeno,bursitis,desmopresina,trombocitopenia
5108,voriconazol,aspergilosis,norfloxacino,gonorrea
5109,opio,dolor,acemanan,leucemia
5110,escopolamina,rinitis,benzocaina,dentalgia
5111,vancomicina,neutropenia,l arginina,acidosis
5112,pantoprazol,esofagitis,efedrina,asma
5113,testosterona,hipogonadismo,prostaciclina,purpura
5114,oxitetraciclina,gonorrea,claritromicina,tonsilitis
5115,oxigeno,gangrenoso,indometacina,dolor
5116,vincristina,rabdosarcoma,fenitoina,epilepsia
5117,progesterona,amenorrea,melfalan,rabdosarcoma
5118,imipramina,dolor,glucagon,anafilaxia
5119,octreotida,adenoma,ametopterina,soriasis
5120,propoxifeno,dolor,guaifenesina,faringitis
5121,nabumetona,dolor,bupivacaina,dolor
5122,moxifloxacino,sinusitis,mitoxantrona,sarcoma
5123,caspofungina,aspergilosis,bromocriptina,hiperprolactinemia
5124,rofecoxib,dismenorrea,fentanilo,dolor
5125,permetrina,prurito,glucosa,hipoglucemia
5126,heparina,tromboflebitis,heparina,tromboembolia
5127,sucralfato,mucitis,  fenilpropano   amina,narcolepsia
5128,prometazina,dolor,diclorodiaminoplatino,linfoma
5129,lorazepam,catatonia,bleomicina,melanoma
5130,levofloxacino,tuberculosis,diclorodiaminoplatino,carcinoma
5131,moxifloxacino,cistitis,calcitriol,soriasis
5132,liotironina,bocio,paromomicina,amebiasis
5133,itraconazol,leishmaniosis,efedrina,rinitis
5134,permetrina,prurito,gemfibrozilo,hipercolesterolemia
5135,prednisona,inflamacion,ciclofosfamida,neuroblastoma
5136,trimetoprima,bronquitis,naproxeno,gota
5137,venlafaxina,dolor,tiamina,pelagra
5138,rifampicina,meningitis,diclorodiaminoplatino,astroglioma
5139,oxitetraciclina,gonorrea,norepinefrina,shock
5140,nitazoxanida,diarrea,cefepima,sepsis
5141,guaifenesina,bronquitis,citarabina,linfoma
5142,tiroxina,bocio,norfloxacino,gonorrea
5143,valdecoxib,dismenorrea,levofloxacino,neumonia
5144,feniltoloxamina,urticaria,fluconazol,candidosis
5145,guaifenesina,laringitis,claritromicina,bronquitis
5146,fisostigmina,glaucoma,cefuroxima,gonorrea
5147,naproxeno,inflamacion,lovastatina,hipertrigliceridemia
5148,clofazimina,lepra,aspirina,fiebre
5149,propofol,dolor,ipratropio,rinitis
5150,guaifenesina,tos,difenhidramina,urticaria
5151,niacina,hiperlipemia,fluoxetina,bulimia
5152,temozolomida,melanoma,epinefrina,taquiarritmia
5153,fisostigmina,glaucoma,bromocriptina,hiperprolactinemia
5154,lindano,prurito,guaifenesina,rinitis
5155,ametopterina,soriasis,albendazol,toxocariasis
5156,doxiciclina,lues,cefotaxima,peritonitis
5157,norfloxacino,gonorrea,indometacina,bursitis
5158,fluconazol,histoplasmosis,dextrometorfano,tos
5159,escopolamina,rinitis,alopurinol,gota
5160,probenecid,neurosifilis,isotretinoina,neuroblastoma
5161,fenfluramina,obesidad,clorpromazina,trismo
5162,trimetoprima,toxoplasmosis,nitazoxanida,criptosporidiasis
5163,sorbitol,envenenamiento,albendazol,hidatidosis
5164,pseudoefedrina,asma,heparina,tromboflebitis
5165,oxigeno,neumonia,benzocaina,otalgia
5166,pseudoefedrina,sinusitis,itraconazol,histoplasmosis
5167,procaina,dolor,guaifenesina,faringitis
5168,tamoxifeno,ginecomastia,diclorodiaminoplatino,linfoma
5169,talco,neumotorax,pantoprazol,esofagitis
5170,glucagon,shock,carisoprodol,espasmo
5171,prednisolona,edema,acetilcisteina,bronquitis
5172,ibuprofeno,dismenorrea,bleomicina,linfoma
5173,ceftriaxona,gonorrea,bleomicina,linfoma
5174,teofilina,apnea,gabapentina,dolor
5175,esomeprazol,esofagitis,digoxina,shock
5176,levofloxacino,bronquitis,clonazepam,neuralgia
5177,ciclofosfamida,neuroblastoma,ceftazidima,fiebre
5178,prostaciclina,arteriosclerosis,cefepima,neumonia
5179,naproxeno,bursitis,ifosfamida,linfoma
5180,prometazina,nauseoso,fenol,dolor
5181,acetofenetidina,dolor,colecalciferol,osteoporosis
5182,nitroglicerina,eclampsia,celecoxib,dismenorrea
5183,azufre,rosacea,doxiciclina,neumonia
5184,prostaciclina,purpura,ceftazidima,fiebre
5185,delta   tetrahidrocanabinol,vomitos,fluorouracilo,keratosis
5186,talco,neumotorax,gemfibrozilo,hipercolesterolemia
5187,oxitetraciclina,gonorrea,mesna,cistitis
5188,cortisol,reumatismo,clomipramina,dolor
5189,fenilpropanolamina,rinitis,moxifloxacino,bronquitis
5190,prazicuantel,helmintosis,clonazepam,esquizofrenia
5191,metilfenidato,narcolepsia,diclorodiaminoplatino,neuroblastoma
5192,mentol,dolor,ciclosporina,soriasis
5193,opio,diarrea,cefuroxima,neumonia
5194,mesna,sangrado,diclorodiaminoplatino,melanoma
5195,quinina,plasmodiosis,levetiracetam,epilepsia
5196,lidocaina,taquiarritmia,cabergolina,hiperprolactinemia
5197,clorpromazina,trismo,bromocriptina,acromegalia
5198,papaverina,tromboembolia,ibuprofeno,dismenorrea
5199,cortisol,reumatismo,desmopresina,enuresis
5200,prednisolona,reumatismo,isotretinoina,neuroblastoma
5201,metoclopramida,gastroparesia,ciprofloxacino,cistitis
5202,warfarina,tromboflebitis,ceftriaxona,peritonitis
5203,vancomicina,neutropenia,lidocaina,dolor
5204,difenhidramina,nauseoso,diclofenaco,dismenorrea
5205,dexametasona,vomitos,clofazimina,lepra
5206,ciclofosfamida,retinoblastoma,aspirina,dolor
5207,linezolid,neumonia,guaifenesina,sinusitis
5208,cetoconazol,histoplasmosis,l arginina,acidosis
5209,prazicuantel,helmintosis,nitazoxanida,diarrea
5210,warfarina,tromboembolia,propofol,desazon
5211,isotretinoina,leucemia,clonidina,dolor
5212,ciclofosfamida,hemosiderosis,benzocaina,otalgia
5213,hidromorfona,tos,dihidrocodeina,dolor
5214,azufre,rosacea,cisaprida,estreñimiento
5215,penicilamina,reumatismo,ipratropio,bronquitis
5216,prednisolona,edema,ibuprofeno,gota
5217,rifabutina,tuberculosis,carboplatino, m osteosarcoma
5218,moxifloxacino,pielonefritis,itraconazol,onicomicosis
5219,loratadina,rinitis,dexametasona,rinitis
5220,vancomicina,enterocolitis,finasterida,hirsutismo
5221,heparina,tromboflebitis,estrona,hipogonadismo
5222,trombina,sangrado,escopolamina,rinitis
5223,midazolam,desazon,brimonidina,glaucoma
5224,trimetoprima,bronquitis,prednisolona,reumatismo
5225,irinotecan,leucemia,desmopresina,enuresis
5226,paromomicina,criptosporidiasis,doxiciclina,neumonia
5227,meropenem,apendicitis,imipenem,septicemia
5228,resorcinol,rosacea,propofol,desazon
5229,nabumetona,dolor,linezolid,neumonia
5230,cetoconazol,candidosis,ceftriaxona,neumonia
5231,vinblastina,corioepitelioma,meperidina,dolor
5232,mebendazol,helmintosis,cefuroxima,faringitis
5233,warfarina,tromboembolia,epinefrina,anafilaxia
5234,rasburicasa,uricacidemia,meclozina,vomitos
5235,imipenem,septicemia,flucitosina,candidosis
5236,vincristina,leucemia,albendazol,toxocariasis
5237,ibuprofeno,dismenorrea,flucitosina,aspergilosis
5238,ifosfamida,sarcoma,clotrimazol,candidosis
5239,lovastatina,hipercolesterolemia,ampicilina,listerelosis
5240,meticilina,neumonia,efedrina,rinitis
5241,metilfenidato,narcolepsia,fluconazol,histoplasmosis
5242,metiltestosterona,hipogonadismo,medroxiprogesterona,amenorrea
5243,omeprazol,acidez,bromocriptina,hiperprolactinemia
5244,propranolol,cromafinoma,cefotaxima,peritonitis
5245,prednisolona,hipersensibilidad,bleomicina,linfoma
5246,tetraciclina,gonorrea,ceftriaxona,sepsis
5247,hidrocodona,tos,albendazol,giardosis
5248,selegilina,esquizofrenia,ciclofosfamida,reumatismo
5249,procaina,dolor,ciprofloxacino,prostatitis
5250,fenitoina,epilepsia,meprobamato,espasmo
5251,dopamina,shock,ciclofosfamida,rabdosarcoma
5252,ceftazidima,sepsis,benzocaina,picazon
5253,azufre,rosacea,haloperidol,esquizofrenia
5254,norfloxacino,prostatitis,clofazimina,lepra
5255,itraconazol,neutropenia,epinefrina,anafilaxia
5256,vancomicina,neutropenia,opio,diarrea
5257,benzocaina,picazon,atorvastatina,hipercolesterolemia
5258,escopolamina,diverticulitis,citarabina,linfoma
5259,prazicuantel,bilarziasis,oximorfona,dolor
5260,talidomida,lepra,calcitriol,hipocalcemia
5261,sulfatiazol,vaginitis,indometacina,bursitis
5262,loratadina,urticaria,flucitosina,meningitis
5263,vincristina,linfoma,prostaciclina,purpura
5264,ciprofloxacino,neutropenia,auranofina,artritis
5265,oxacilina,meningitis,nandrolona,anemia
5266,metoclopramida,gastroparesia,tirocalcitonina,hipercalcemia
5267,atropina,bradicardia,albendazol,toxocariasis
5268,estreptomicina,yatobyo,mentol,dolor
5269,naproxeno,inflamacion,eugenol,dentalgia
5270,glucosa,hipoglucemia,prostaciclina,arteriosclerosis
5271,epinefrina,glaucoma,colchicina,amiloidosis
5272,ametopterina,leucemia,benzocaina,picazon
5273,ceftazidima,meningitis,cefepima,fiebre
5274,meropenem,peritonitis,cetiricina,urticaria
5275,procaina,dolor,dihidrocodeina,tos
5276,carbamazepina,esquizofrenia,acetilcisteina,envenenamiento
5277,temozolomida,astroglioma,bromocriptina,acromegalia
5278,leflunomida,reumatismo,cortisol,shock
5279,clorpromazina,vomitos,cerivastatina,hipercolesterolemia
5280,sulfanilamida,candidosis,ketamina,dolor
5281,metronidazol,rosacea,ametopterina,leucemia
5282,cetoconazol,leishmaniosis,flucitosina,aspergilosis
5283,dapsona,lepra,cisaprida,dispepsia
5284,minoxidil,calvicie,dihidrocodeina,tos
5285,azufre,rosacea,aciclovir,varicela
5286,oxacilina,osteomielitis,gemfibrozilo,hipercolesterolemia
5287,mitomicina,adenocarcinoma,cetoconazol,leishmaniosis
5288,omeprazol,acidez,ametopterina,leucemia
5289,prazicuantel,helmintosis,irinotecan,leucemia
5290,clorpromazina,hipo,bromocriptina,infertil
5291,loratadina,rinitis,clindamicina,toxoplasmosis
5292,trombina,sangrado,ibuprofeno,inflamacion
5293,meropenem,fiebre,cetiricina,urticaria
5294,metilfenidato,narcolepsia,etoposido,rabdosarcoma
5295,oxicodona,dolor,lorazepam,catatonia
5296,guaifenesina,tos,calcitriol,hiperparatiroidismo
5297,glucagon,hipoglucemia,clonazepam,disartria
5298,sucralfato,neumonia,cefuroxima,faringitis
5299,ibuprofeno,inflamacion,gemfibrozilo,hipercolesterolemia
5300,oxigeno,neumonia,ibuprofeno,bursitis
5301,delta   tetrahidrocanabinol,vomitos,niacina,hiperlipemia
5302,lidocaina,dolor,dihidrocodeina,tos
5303,probenecid,gonorrea,dihidrocodeina,tos
