,Term1,Term2,Term3,Term4
4474,hipospadias,uretra,encefalomielitis,cerebro
4475,ciatica,articulaciones,retinoblastoma,retina
4476,paperas,mandibula,acidez,esofago
4477,pioderma,piel,liposarcoma,piel
4478,parestesia,piel,dermatomicosis,cabello
4479,cecitis,ciego,diaforesis,cabello
4480,miliaria,piel,hepatitis,higado
4481,sudoracion,cabello,scrapie,cerebro
4482,maloclusion,denticion,anquiloglosia,cara
4483,pitiriasis,piel,foliculitis,piel
4484,mastitis,mama,diplopia,ojo
4485,escotoma,ojo,dislexia,cerebro
4486,estertores,pecho,conjuntivitis,ojo
4487,taurodontismo,mandibula,pleuresia,pleura
4488,esteatohepatitis,higado,dermatomicosis,piel
4489,delirio,cerebro,colestasis,higado
4490,uveitis,uvea,endometritis,endometrio
4491,hirsutismo,cabello,dermatitis,piel
4492,lepra,piel,epilepsia,cerebro
4493,neumoconiosis,pulmon,politricosis,piel
4494,fotopsia,ojo,queratoconjuntivitis,ojo
4495,vertigo,laberinto,parasoriasis,piel
4496,escencia,nariz,palidez,piel
4497,pancreatitis,pancreas,maniaco,cerebro
4498,politricosis,cabello,despierto,cerebro
4499,pterigion,cornea,calvicie,cabello
4500,prognatismo,cartilago,gingivitis,encia
4501,tracoma,conjuntiva,piedra,cabello
4502,gingivoestomatitis,mandibula,fibrilacion,corazon
4503,progeria,piel,albinismo,piel
4504,noma,mandibula,narcolepsia,cerebro
4505,taquiarritmia,corazon,fotofobia,ojo
4506,criptorquidia,pelvis,diaforesis,cabello
4507,hipomania,cerebro,epistaxis,nariz
4508,impetigo,piel,endometritis,endometrio
4509,mastitis,mama,lanugo,cabello
4510,bruxismo,mandibula,guiño,nervio
4511,neumonia,pulmon,penfigo,piel
4512,reflujo,esofago,dislexia,cerebro
4513,neuromielitis,nervio,hepatitis,higado
4514,vertigo,cerebro,colestasis,higado
4515,cianosis,piel,acalasia,abdomen
4516,retinitis,coroides,glomerulonefritis,riñon
4517,ambidiestro,cerebro,abrasion,piel
4518,neumoconiosis,pulmon,delirio,cerebro
4519,retinitis,coroides,coroiditis,uvea
4520,laminitis,pezuña,dismenorrea,utero
4521,parasomnia,cerebro,astigmatismo,ojo
4522,laringitis,laringe,hiperemia,cabello
4523,uveitis,ojo,calvicie,piel
4524,dismenorrea,utero,diaforesis,cabello
4525,keratosis,piel,astigmatismo,ojo
4526,lipodistrofia,piel,amuck,cerebro
4527,mielitis,cerebro,despierto,cerebro
4528,pioderma,piel,fotofobia,ojo
4529,rubor,piel,queilitis,mandibula
4530,psitacosis,pulmon,fibrilacion,corazon
4531,tracoma,ojo,hipospadias,uretra
4532,parasomnia,cerebro,abrasion,piel
4533,viremia,sangre,polio,cerebro
4534,taquiarritmia,corazon,epididimitis,epididimo
4535,hiperemia,piel,cicatriz,piel
4536,colestasis,higado,bronquiolitis,pulmon
4537,gingivitis,encia,encandilamiento,ojo
4538,penfigo,piel,disfluidez,cerebro
4539,agiria,cerebro,keratosis,piel
4540,taurodontismo,cara,hirsutismo,piel
4541,queratitis,cornea,posimagen,ojo
4542,esteatohepatitis,higado,kuru,posencefalo
4543,poliartritis,articulaciones,sarna,piel
4544,progeria,piel,cianosis,piel
4545,paperas,mandibula,flictena,piel
4546,soriasis,piel,duodenitis,duodeno
4547,fascitis,fascia,epistaxis,nariz
4548,queloide,piel,presbicia,ojo
4549,fibromialgia,articulaciones,guiño,ojo
4550,carotico,cerebro,conjuntivitis,ojo
4551,antrax,piel,albinismo,piel
4552,pancreatitis,pancreas,diaforesis,cabello
4553,glaucoma,ojo,dermatomiositis,piel
4554,narcosis,cerebro,queratocono,cornea
4555,maloclusion,mandibula,hiperreflexia,nervio
4556,raquitismo,cartilago,ambidiestro,cerebro
4557,vertigo,cerebro,mastitis,mama
4558,neuralgia,nervio,equimosis,cabello
4559,tendonitis,articulaciones,sudoracion,cabello
4560,contextura,piel,albinismo,piel
4561,hipernasalidad,nariz,ambidiestro,cerebro
4562,purpura,piel,criptorquidia,testiculo
4563,cianosis,cabello,criptorquidia,testiculo
4564,rubor,piel,cianosis,piel
4565,picazon,piel,disfluidez,cerebro
4566,hemocromatosis,higado,dermatomicosis,cabello
4567,cianosis,cabello,calvicie,piel
4568,paperas,mandibula,uricacidemia,sangre
4569,aturdimiento,cerebro,ambliopia,ojo
4570,reflujo,esofago,encefalitis,cerebro
4571,penfigo,piel,onicomicosis,piel
4572,vertigo,cerebro,mielitis,cerebro
4573,purpura,piel,midriasis,pupilar
4574,pesadilla,cerebro,politricosis,piel
4575,epilepsia,cerebro,anquiloglosia,cara
4576,poliosis,cabello,absceso,piel
4577,laringitis,laringe,somnolencia,cerebro
4578,cecitis,ciego,escleritis,ojo
4579,polio,cerebro,noma,mandibula
4580,hiperemia,piel,aura,cerebro
4581,noma,mandibula,miocarditis,miocardio
4582,neumoconiosis,pulmon,contextura,piel
4583,mielitis,cerebro,bruxismo,mandibula
4584,pterigion,cornea,glaucoma,ojo
4585,kuru,posencefalo,ginecomastia,mama
4586,raquitismo,cartilago,orquitis,testiculo
4587,pleuresia,pleura,liposarcoma,piel
4588,vertigo,laberinto,encefalitis,cerebro
4589,petequias,piel,lipoatrofia,piel
4590,pterigion,cornea,cianosis,cabello
4591,orquitis,testiculo,despierto,cerebro
4592,cianosis,piel,celulitis,piel
4593,retinitis,ojo,fibrilacion,corazon
4594,tatuaje,piel,dislexia,cerebro
4595,polio,cerebro,guiño,nervio
4596,pterigion,conjuntiva,mareo,cerebro
4597,prognatismo,mandibula,rubor,cara
4598,hirsutismo,cabello,bronconeumonia,pulmon
4599,insomnio,cerebro,apendicitis,apendice
4600,traqueitis,traquea,lepra,piel
4601,noma,mandibula,pesadilla,cerebro
4602,rinorrea,nariz,fibromialgia,articulaciones
4603,uremia,riñon,duodenitis,duodeno
4604,rubor,cara,endometritis,endometrio
4605,neuralgia,nervio,anquiloglosia,lengua
4606,onicomicosis,piel,queratoconjuntivitis,ojo
4607,fibrilacion,corazon,disfluidez,cerebro
4608,coroiditis,uvea,anosmia,nariz
4609,poiquilodermia,piel,albinismo,ojo
4610,uveitis,ojo,amordazar,esofago
4611,hemotorax,pleura,amaurosis,ojo
4612,queratitis,cornea,asma,pulmon
4613,piedra,cabello,pancreatitis,pancreas
4614,psitacosis,pulmon,politricosis,cabello
4615,taurodontismo,cara,periodontitis,mandibula
4616,taurodontismo,mandibula,amuck,cerebro
4617,neumotorax,pleura,queratocono,cornea
4618,vaginitis,vagina,neumoconiosis,pulmon
4619,hemotorax,pleura,criptorquidia,pelvis
4620,retinitis,ojo,dermatomiositis,piel
4621,palidez,cara,guiño,ojo
4622,hipernasalidad,nariz,cicatriz,piel
4623,osteomielitis,cartilago,rubor,cabello
4624,traqueitis,traquea,coroiditis,retina
4625,scrapie,posencefalo,prurito,piel
4626,scrapie,posencefalo,acidez,esofago
4627,sudoracion,piel,conjuntivitis,ojo
4628,fototoxicidad,piel,bruxismo,mandibula
4629,sepsis,sangre,cefalodinia,cabeza
4630,hipospadias,uretra,astigmatismo,ojo
4631,polineuropatia,nervio,hiperostosis,cartilago
4632,hirsutismo,piel,acidez,piel
4633,escotoma,ojo,queratoconjuntivitis,cornea
4634,hiperreflexia,nervio,antrax,piel
4635,fibromialgia,articulaciones,dermatomicosis,cabello
4636,insulinoma,abdomen,dislexia,cerebro
4637,lipoatrofia,piel,presbicia,ojo
4638,nistagmo,ojo,corvaza,articulaciones
4639,hemocromatosis,higado,cataplexia,cerebro
4640,stare,ojo,prognatismo,mandibula
4641,taurodontismo,cara,insulinoma,pancreas
4642,estornudo,nariz,epididimitis,testiculo
4643,desvanecimiento,cerebro,kuru,posencefalo
4644,hiperemia,cabello,celulitis,piel
4645,taurodontismo,cara,microencefalia,cerebro
4646,ambliopia,ojo,acrodermatitis,piel
4647,estrabismo,ojo,hiperostosis,cartilago
4648,uremia,riñon,pancreatitis,pancreas
4649,corvaza,articulaciones,anquiloglosia,mandibula
4650,insulinoma,pancreas,anquiloglosia,lengua
4651,rinofima,piel,hirsutismo,piel
4652,prurito,piel,polineuropatia,nervio
4653,crup,traquea,albinismo,piel
4654,foliculitis,piel,artrogrifosis,articulaciones
4655,piedra,cabello,hiperbilirrubinemia,higado
4656,deslumbramiento,ojo,flictena,piel
4657,orquitis,testiculo,anquiloglosia,cara
4658,insomnio,cerebro,piedra,cabello
4659,endocarditis,endocardio,diaforesis,cabello
4660,hiperreflexia,nervio,glomerulonefritis,riñon
4661,pancreatitis,pancreas,orquitis,testiculo
4662,reflujo,esofago,neumonia,pulmon
4663,liposarcoma,piel,hiperpatia,piel
4664,vertigo,laberinto,sepsis,sangre
4665,pitiriasis,piel,desgarro,piel
4666,escotoma,ojo,apendicitis,apendice
4667,pielonefritis,riñon,fototoxicidad,piel
4668,epistaxis,nariz,encandilamiento,ojo
4669,vertigo,laberinto,taquiarritmia,corazon
4670,poliartritis,articulaciones,osteoporosis,cartilago
4671,paraqueratosis,piel,macrocefalo,cabeza
4672,soriasis,piel,amiantosis,pulmon
4673,lanugo,cabello,contextura,piel
4674,xerodermia,piel,artritis,articulaciones
4675,esteatohepatitis,higado,criptorquidia,pelvis
4676,vaginitis,vagina,osteopenia,cartilago
4677,eczema,piel,cianosis,cabello
4678,piedra,piel,queratoconjuntivitis,conjuntiva
4679,disfluidez,cerebro,criptorquidia,testiculo
4680,polineuritis,nervio,hemotorax,pleura
4681,raquitismo,cartilago,cianosis,piel
4682,escleritis,ojo,midriasis,pupilar
4683,rubor,cabello,coroiditis,retina
4684,epilepsia,cerebro,dermatomicosis,piel
4685,polineuropatia,nervio,acalasia,abdomen
4686,polio,cerebro,pancreatitis,pancreas
4687,queratocono,cornea,queratoconjuntivitis,conjuntiva
4688,variola,piel,parasoriasis,piel
4689,queloide,piel,acidez,esofago
4690,corvaza,articulaciones,afaquia,cristalino
4691,pericarditis,corazon,impetigo,piel
4692,lepra,piel,hiperemia,cabello
4693,ovulatorio,ovario,dormido,cerebro
4694,mirada,ojo,epistaxis,nariz
4695,tracoma,conjuntiva,guiño,nervio
4696,coroiditis,coroides,abrasion,piel
4697,onicomicosis,piel,aura,cerebro
4698,equimosis,cabello,celulitis,piel
4699,nistagmo,ojo,hiperemia,piel
4700,uricacidemia,sangre,guiño,nervio
4701,prognatismo,mandibula,hiperostosis,cartilago
4702,mielitis,cerebro,fibromialgia,articulaciones
4703,piedra,piel,criptorquidia,testiculo
4704,purpura,piel,neumonitis,pulmon
4705,vaginitis,vagina,desgarro,piel
4706,septicemia,sangre,paraqueratosis,piel
4707,neuromielitis,nervio,hepatoesplenomegalia,higado
4708,retinitis,ojo,hiperqueratosis,piel
4709,prognatismo,cartilago,insulinoma,abdomen
4710,insomnio,cerebro,picazon,piel
4711,peritonitis,peritoneo,epididimitis,epididimo
4712,poiquilodermia,piel,epididimitis,epididimo
4713,escotoma,ojo,queratoconjuntivitis,conjuntiva
4714,narcolepsia,cerebro,amuck,cerebro
4715,deslumbramiento,ojo,bruxismo,mandibula
4716,paperas,mandibula,hirsutismo,cabello
4717,rinofima,piel,gota,sangre
4718,poliosis,piel,hipomania,cerebro
4719,dismenorrea,utero,corvaza,articulaciones
4720,uveitis,ojo,retinitis,retina
4721,parasomnia,cerebro,presbicia,ojo
4722,miliaria,piel,glositis,lengua
4723,mastitis,mama,gingivitis,mandibula
4724,gastrinoma,duodeno,epididimitis,testiculo
4725,desmayo,cerebro,hipospadias,uretra
4726,vertigo,cerebro,paraqueratosis,piel
4727,picazon,piel,politricosis,piel
4728,dislexia,cerebro,ambliopia,ojo
4729,rinorrea,nariz,neumotorax,pleura
4730,soriasis,piel,glomerulonefritis,riñon
4731,narcolepsia,cerebro,celulitis,piel
4732,rinorrea,nariz,pleuresia,pleura
4733,asialia,saliva,taquiarritmia,corazon
4734,miasis,piel,agiria,cerebro
4735,vaginitis,vagina,mielitis,cerebro
4736,uveitis,uvea,hiperemia,piel
4737,hepatoesplenomegalia,higado,coroiditis,coroides
4738,pleuroneumonia,pulmon,coriorretinitis,coroides
4739,endometritis,endometrio,artritis,articulaciones
4740,laringitis,laringe,queratitis,ojo
4741,uveitis,ojo,paraqueratosis,piel
4742,septicemia,sangre,hipomania,cerebro
4743,septicemia,sangre,neuromielitis,nervio
4744,polineuropatia,nervio,guiño,nervio
4745,ovulatorio,ovario,bacteriemia,sangre
4746,esofagitis,esofago,mareo,cerebro
4747,hiperreflexia,nervio,acrodermatitis,piel
4748,narcosis,cerebro,deslumbramiento,ojo
4749,nefritis,riñon,encefalitis,cerebro
4750,neumonia,pulmon,pleuroneumonia,pulmon
4751,despierto,cerebro,ambliopia,ojo
4752,esplenomegalia,bazo,pitiriasis,piel
4753,mastitis,mama,coriorretinitis,coroides
4754,polineuritis,nervio,colestasis,higado
4755,politricosis,cabello,diaforesis,piel
4756,ciatica,articulaciones,hepatoesplenomegalia,bazo
4757,anquiloglosia,mandibula,acrodermatitis,piel
4758,poliartritis,articulaciones,queratitis,ojo
4759,miocarditis,miocardio,rubor,cabello
4760,tendonitis,articulaciones,epididimitis,testiculo
4761,fotopsia,ojo,guiño,ojo
4762,nefritis,riñon,epilepsia,cerebro
4763,hipernasalidad,nariz,artritis,articulaciones
4764,progeria,piel,fascitis,fascia
4765,ovulatorio,ovario,atelectasia,pulmon
4766,urticaria,piel,taurodontismo,mandibula
4767,desmayo,cerebro,prostatitis,prostata
4768,prurito,piel,neuralgia,nervio
4769,laminitis,pezuña,albinismo,piel
4770,traqueitis,traquea,poliosis,cabello
4771,poiquilodermia,piel,amiantosis,pulmon
4772,noma,piel,hemocromatosis,higado
4773,progeria,piel,dormido,cerebro
4774,sudoracion,cabello,bursitis,articulaciones
4775,neuralgia,nervio,apendicitis,apendice
4776,traqueitis,traquea,pustula,piel
4777,peritonitis,peritoneo,delirio,cerebro
4778,soriasis,piel,guiño,nervio
4779,hiperostosis,cartilago,presbicia,ojo
4780,escleritis,esclerotica,fototoxicidad,piel
4781,gingivoestomatitis,encia,diaforesis,piel
4782,raquitismo,cartilago,hiperpatia,piel
4783,gastrinoma,duodeno,cataplexia,cerebro
4784,polineuropatia,nervio,excoriacion,piel
4785,politricosis,piel,mirada,ojo
4786,narcolepsia,cerebro,duodenitis,duodeno
4787,hipomania,cerebro,bruxismo,mandibula
4788,esteatohepatitis,higado,estornudo,nariz
4789,pioderma,piel,soriasis,piel
4790,dermatitis,piel,conjuntivitis,conjuntiva
4791,periodontitis,mandibula,encandilamiento,ojo
4792,hiperbilirrubinemia,higado,hiperemia,cabello
4793,picazon,piel,hepatoesplenomegalia,bazo
4794,equimosis,cabello,cicatriz,piel
4795,parasoriasis,piel,dermatitis,piel
4796,poliosis,piel,albinismo,piel
4797,sinovitis,articulaciones,hidrotorax,pleura
4798,impetigo,piel,dermatomicosis,cabello
4799,pterigion,cornea,meningoencefalitis,cerebro
4800,reflujo,esofago,calvicie,piel
4801,colestasis,higado,artralgia,articulaciones
4802,insomnio,cerebro,hiperemia,piel
4803,vaccina,piel,neuropatia,nervio
4804,escotoma,ojo,priapismo,pene
4805,parasoriasis,piel,queratitis,ojo
4806,retinitis,coroides,pancreatitis,pancreas
4807,presbicia,ojo,fascitis,fascia
4808,osteoporosis,cartilago,apendicitis,apendice
4809,corvaza,articulaciones,conjuntivitis,conjuntiva
4810,fotopsia,ojo,anquiloglosia,mandibula
4811,epilepsia,cerebro,eczema,piel
4812,hipersomnia,cerebro,amiantosis,pulmon
4813,epilepsia,cerebro,epididimitis,testiculo
4814,sudoracion,cabello,calvicie,piel
4815,agiria,cerebro,epistaxis,nariz
4816,prognatismo,mandibula,parasoriasis,piel
4817,osteoma,cartilago,astigmatismo,ojo
4818,scrapie,posencefalo,pioderma,piel
4819,retinitis,coroides,anovulatorio,ovario
4820,taurodontismo,lengua,diaforesis,cabello
4821,purpura,piel,cataplexia,cerebro
4822,cecitis,ciego,conjuntivitis,conjuntiva
4823,hiperemia,piel,contextura,cara
4824,taurodontismo,cara,alinfocitosis,linfocito
4825,meningoencefalitis,cerebro,criptorquidia,testiculo
4826,esteatohepatitis,higado,presbicia,ojo
4827,astigmatismo,ojo,diaforesis,piel
4828,uremia,riñon,ovulatorio,ovario
4829,hiperqueratosis,piel,guiño,nervio
4830,desgarro,piel,presbicia,ojo
4831,prostatitis,prostata,anquiloglosia,cara
4832,pterigion,cornea,abrasion,piel
4833,pericarditis,corazon,equimosis,cabello
4834,pitiriasis,piel,lipodistrofia,piel
4835,parasoriasis,piel,hiperpigmentacion,piel
4836,vitiligo,piel,alodinia,piel
4837,miasis,piel,mielitis,cerebro
4838,coriorretinitis,coroides,aura,cerebro
4839,desgarro,piel,colestasis,higado
4840,nefritis,riñon,absceso,piel
4841,microencefalia,cerebro,gingivitis,encia
4842,uveitis,ojo,acrodermatitis,piel
4843,prognatismo,mandibula,atelectasia,pulmon
4844,vaccina,piel,angioedema,piel
4845,periodontitis,mandibula,demencia,cerebro
4846,soriasis,piel,apendicitis,apendice
4847,periodontitis,mandibula,kuru,posencefalo
4848,pericarditis,corazon,asma,pulmon
4849,reflujo,esofago,hepatoesplenomegalia,bazo
4850,poliosis,piel,ginecomastia,mama
4851,psitacosis,pulmon,palidez,piel
4852,estrabismo,ojo,impetigo,piel
4853,escleritis,ojo,foliculitis,piel
4854,piometra,utero,neumoconiosis,pulmon
4855,epilepsia,cerebro,amuck,cerebro
4856,laminitis,pezuña,diplopia,ojo
4857,sepsis,sangre,apendicitis,apendice
4858,esplenomegalia,bazo,ambidiestro,cerebro
4859,pitiriasis,piel,disfluidez,cerebro
4860,macrocefalo,cabeza,dermatomicosis,piel
4861,hirsutismo,piel,amaurosis,ojo
4862,osteomalacia,cartilago,hiperreflexia,nervio
4863,mediastinitis,mediastino,hidrotorax,pleura
4864,politricosis,piel,posimagen,ojo
4865,viremia,sangre,vertigo,laberinto
4866,maniaco,cerebro,glositis,mandibula
4867,pustula,piel,catarata,cristalino
4868,rinorrea,nariz,conjuntivitis,conjuntiva
4869,tatuaje,piel,fibromialgia,articulaciones
4870,estertores,pecho,agiria,cerebro
4871,kuru,cerebro,esofagitis,esofago
4872,piedra,cabello,fibromialgia,articulaciones
4873,ciatica,articulaciones,coroiditis,coroides
4874,desvanecimiento,cerebro,laminitis,pezuña
4875,tatuaje,piel,queratitis,cornea
4876,osteitis,cartilago,hipersomnia,cerebro
4877,pinguicula,conjuntiva,miasis,piel
4878,rubor,piel,coroiditis,retina
4879,silicatosis,pulmon,soriasis,piel
4880,hidrotorax,pleura,posimagen,ojo
4881,agiria,cerebro,afaquia,cristalino
4882,rinofima,piel,epistaxis,nariz
4883,laminitis,pezuña,emetropia,ojo
4884,vertigo,cerebro,glomerulonefritis,riñon
4885,silicatosis,pulmon,guiño,nervio
4886,gingivitis,encia,rubor,cara
4887,raquitismo,cartilago,pancreatitis,pancreas
4888,escleritis,ojo,meningoencefalitis,cerebro
4889,diplopia,ojo,apendicitis,apendice
4890,tendonitis,articulaciones,noma,mandibula
4891,esplenomegalia,bazo,nistagmo,ojo
4892,uveitis,ojo,miocarditis,miocardio
4893,asialia,mandibula,miopia,ojo
4894,laringitis,laringe,gastrinoma,duodeno
4895,silicatosis,pulmon,diaforesis,piel
4896,deslumbramiento,ojo,encefalomielitis,cerebro
4897,picazon,piel,hiperreflexia,nervio
4898,queratitis,ojo,dislexia,cerebro
4899,asialia,saliva,bruxismo,mandibula
4900,deslumbramiento,ojo,dermatitis,piel
4901,rinofima,piel,albinismo,piel
4902,neuropatia,nervio,albinismo,ojo
4903,neumoconiosis,pulmon,albinismo,piel
4904,agiria,cerebro,epilepsia,cerebro
4905,delirio,cerebro,conjuntivitis,ojo
4906,fototoxicidad,piel,pesadilla,cerebro
4907,fotofobia,ojo,mastitis,mama
4908,fibromialgia,articulaciones,epididimitis,testiculo
4909,meningococemia,sangre,rubor,cara
4910,laringitis,laringe,epididimitis,epididimo
4911,ciatica,articulaciones,epilepsia,cerebro
4912,palidez,piel,hidronefrosis,riñon
4913,pancreatitis,pancreas,nefrocalcinosis,riñon
4914,poliosis,cabello,kuru,cerebro
4915,aturdimiento,cerebro,alodinia,piel
4916,hipomania,cerebro,acidez,piel
4917,taquiarritmia,corazon,endometritis,endometrio
4918,cataplexia,cerebro,astigmatismo,ojo
4919,ictericia,piel,acrodermatitis,piel
4920,laberintitis,laberinto,guiño,nervio
4921,miasis,piel,abrasion,piel
4922,mastitis,mama,desvanecimiento,cerebro
4923,vitiligo,piel,epididimitis,epididimo
4924,hiperpatia,piel,coroiditis,uvea
4925,tatuaje,piel,amordazar,esofago
4926,uveitis,uvea,lipodistrofia,piel
4927,glaucoma,ojo,mirada,ojo
4928,midriasis,pupilar,deslumbramiento,ojo
4929,hiperreflexia,nervio,fibromialgia,articulaciones
4930,miopia,ojo,mastitis,mama
4931,piedra,cabello,queratocono,cornea
4932,peritonitis,peritoneo,excoriacion,piel
4933,polio,cerebro,bacteriemia,sangre
4934,poiquilodermia,piel,queilitis,mandibula
4935,estrabismo,ojo,equimosis,cabello
4936,pericarditis,corazon,delirio,cerebro
4937,osteopenia,cartilago,esofagitis,esofago
4938,taurodontismo,lengua,raquitismo,cartilago
4939,dermatomicosis,piel,anquiloglosia,mandibula
4940,petequias,piel,glaucoma,ojo
4941,pleuroneumonia,pleura,diplopia,ojo
4942,colestasis,higado,amiantosis,pulmon
4943,nistagmo,ojo,queratocono,cornea
4944,retinitis,retina,anquiloglosia,cara
4945,crup,laringe,artritis,articulaciones
4946,vaccina,piel,alodinia,piel
4947,guiño,nervio,acrodermatitis,piel
4948,queratoconjuntivitis,conjuntiva,hipospadias,uretra
4949,soriasis,piel,emetropia,ojo
4950,lepra,piel,fascitis,fascia
4951,tracoma,conjuntiva,acalasia,abdomen
4952,neuralgia,nervio,astigmatismo,ojo
4953,lanugo,cabello,encandilamiento,ojo
4954,hiperpatia,piel,bursitis,articulaciones
4955,nefritis,riñon,narcosis,cerebro
4956,narcolepsia,cerebro,coriorretinitis,coroides
4957,macrocefalo,cabeza,endometritis,endometrio
4958,osteomalacia,cartilago,hiperbilirrubinemia,higado
4959,gingivoestomatitis,encia,contextura,piel
4960,pielonefritis,riñon,diaforesis,piel
4961,sinovitis,articulaciones,mirada,ojo
4962,taurodontismo,cara,escleritis,esclerotica
4963,prognatismo,mandibula,acne,piel
4964,insulinoma,abdomen,albinismo,piel
